"ptrid","resultid","offsetcount","moduleid","moduleoffset","offset1","offset2","offset3","offset4","offset5","offset6","offset7"
"1","58455","7","4","30038184","392","96","40","184","16","328","2240"
"1","58456","7","4","30038184","392","40","200","0","16","328","2240"
"1","58457","7","4","30038184","392","96","184","16","328","2048","2240"
"1","58458","7","4","30038184","392","96","184","16","328","2328","2240"
"1","58459","7","4","30038184","392","96","184","16","328","3136","2240"
"1","58460","7","4","30038184","392","40","80","16","328","3096","2240"
"1","58461","7","4","30038184","392","40","80","16","328","3256","2240"
"1","58462","7","4","30038184","392","40","80","16","328","3304","2240"
"1","58463","7","4","30038184","392","40","80","16","328","3384","2240"
"1","58464","7","4","30038184","392","96","184","16","328","3472","2240"
"1","58465","7","4","30038184","392","40","80","16","328","3472","2240"
"1","58466","7","4","30038184","392","40","80","16","328","3824","2240"
"1","58467","7","4","30038184","392","40","80","16","328","4080","2240"
"1","58468","7","48","65243952","552","152","1224","176","2400","240","2240"
"1","58469","7","48","65243952","488","152","328","208","592","240","2240"
"1","58470","7","48","65243952","488","152","328","176","592","240","2240"
"1","58471","7","48","65243952","392","352","344","176","1304","240","2240"
"1","58472","7","48","65243952","2376","24","896","176","496","240","2240"
"1","58473","7","48","65243952","2376","24","896","208","496","240","2240"
"1","58474","7","4","30038184","392","40","192","80","16","328","2240"
"1","58475","7","4","30038184","392","40","80","16","88","328","2240"
"1","58476","7","4","30038184","392","96","184","16","328","3032","2240"
"1","58477","7","4","30038184","392","96","184","16","328","3656","2240"
"1","58478","7","4","30038184","392","40","80","16","328","3792","2240"
"1","58479","7","4","30038184","392","96","184","16","328","3976","2240"
"1","58480","7","4","30038184","392","96","184","16","328","4016","2240"
"1","58481","7","48","65259896","520","24","328","176","560","16","2240"
"1","58482","7","48","65259896","520","24","328","208","560","16","2240"
"1","58483","7","48","65243952","520","24","328","176","592","240","2240"
"1","58484","7","48","65243952","520","24","328","208","592","240","2240"
"1","58485","7","48","65243952","520","24","328","320","592","240","2240"
"1","58486","7","48","65243952","520","24","328","352","592","240","2240"
"1","58487","7","4","30038184","392","40","248","184","16","328","2240"
"1","58488","7","4","30038184","392","40","200","184","16","328","2240"
"1","58489","7","4","30038184","392","40","80","16","328","640","2240"
"1","58490","7","4","30038184","392","96","184","16","328","2136","2240"
"1","58491","7","4","30038184","392","96","184","16","328","2624","2240"
"1","58492","7","4","30038184","392","40","80","16","328","2976","2240"
"1","58493","7","4","30038184","392","96","184","16","328","3112","2240"
"1","58494","7","4","30038184","392","40","80","16","328","3072","2240"
"1","58495","7","4","30038184","392","96","184","16","328","3728","2240"
"1","58496","7","4","30038184","392","40","80","16","328","3744","2240"
"1","58497","7","4","30038184","392","40","80","16","328","3760","2240"
"1","58498","7","4","30038184","392","40","80","16","328","4048","2240"
"1","58499","7","48","65243952","456","152","56","320","672","240","2240"
"1","58500","7","48","65243952","456","152","56","352","672","240","2240"
"1","58501","7","48","65243952","456","152","200","32","672","240","2240"
"1","58502","7","48","65243952","456","152","200","64","672","240","2240"
"1","58503","7","4","30038184","392","40","344","184","16","328","2240"
"1","58504","7","4","30038184","392","40","200","264","16","328","2240"
"1","58505","7","4","30038184","392","40","80","16","328","2072","2240"
"1","58506","7","4","30038184","392","96","184","16","328","2368","2240"
"1","58507","7","4","30038184","392","96","184","16","328","2824","2240"
"1","58508","7","4","30038184","392","40","80","16","328","2800","2240"
"1","58509","7","4","30038184","392","40","80","16","328","3144","2240"
"1","58510","7","4","30038184","392","40","80","16","328","3448","2240"
"1","58511","7","4","30038184","392","40","80","16","328","3496","2240"
"1","58512","7","4","30038184","392","40","80","16","328","3688","2240"
"1","58513","7","4","30038184","392","40","80","16","328","3992","2240"
"1","58514","7","48","65259896","488","152","328","208","560","16","2240"
"1","58515","7","48","65243952","584","24","1224","208","2400","240","2240"
"1","58516","7","48","65243952","584","152","56","64","672","240","2240"
"1","58517","7","48","65243952","392","352","344","208","1304","240","2240"
"1","58518","7","4","30038184","392","96","184","16","40","328","2240"
"1","58519","7","4","30038184","392","40","80","160","16","328","2240"
"1","58520","7","4","30038184","392","96","184","16","328","2520","2240"
"1","58521","7","4","30038184","392","96","184","16","328","2528","2240"
"1","58522","7","4","30038184","392","96","184","16","328","3120","2240"
"1","58523","7","4","30038184","392","40","80","16","328","3032","2240"
"1","58524","7","4","30038184","392","40","80","16","328","3136","2240"
"1","58525","7","4","30038184","392","40","80","16","328","3184","2240"
"1","58526","7","4","30038184","392","40","80","16","328","3288","2240"
"1","58527","7","4","30038184","392","40","80","16","328","4088","2240"
"1","58528","7","48","65243952","936","152","328","208","2400","128","2248"
"1","58529","7","48","65243952","488","24","320","176","592","128","2248"
"1","58530","7","48","65243952","488","24","320","208","592","128","2248"
"1","58531","7","48","65243952","488","24","320","320","592","128","2248"
"1","58532","7","48","65243952","488","24","320","352","592","128","2248"
"1","58533","7","48","65243952","488","152","328","320","592","128","2248"
"1","58534","7","48","65243952","488","152","328","352","592","128","2248"
"1","58535","7","48","65243952","392","208","344","208","1304","128","2248"
"1","58536","7","48","65243952","392","176","344","176","1304","128","2248"
"1","58537","7","48","65243952","392","32","344","176","1304","128","2248"
"1","58538","7","48","65243952","2344","152","896","176","496","128","2248"
"1","58539","7","48","65243952","392","64","344","208","1304","128","2248"
"1","58540","7","48","65243952","904","152","320","176","2400","128","2248"
"1","58541","7","48","65243952","904","152","320","208","2400","128","2248"
"1","58542","7","48","65243952","904","152","320","320","2400","128","2248"
"1","58543","7","48","65243952","904","152","320","352","2400","128","2248"
"1","58544","7","48","65243952","392","320","344","176","1304","128","2248"
"1","58545","7","48","65243952","2408","24","904","176","496","128","2248"
"1","58546","7","48","65243952","584","24","1224","352","2400","128","2248"
"1","58547","7","48","65243952","584","24","1224","320","2400","128","2248"
"1","58548","7","48","65243952","584","24","1224","176","2400","128","2248"
"1","58549","7","48","65243952","392","320","344","208","1304","128","2248"
"1","58550","7","48","65243952","392","64","344","176","1304","128","2248"
"1","58551","7","48","65243952","392","32","344","208","1304","128","2248"
"1","58552","7","48","65243952","2376","152","904","176","496","128","2248"
"1","58553","7","48","65243952","2344","152","896","208","496","128","2248"
"1","58554","7","48","65243952","392","208","344","176","1304","128","2248"
"1","58555","7","48","65243952","552","24","1216","176","2400","128","2248"
"1","58556","7","48","65243952","552","24","1216","208","2400","128","2248"
"1","58557","7","48","65243952","552","24","1216","320","2400","128","2248"
"1","58558","7","48","65243952","552","24","1216","352","2400","128","2248"
"1","58559","7","48","65243952","2408","24","904","208","496","128","2248"
"1","58560","7","4","30038184","392","96","184","16","328","16","2248"
"1","58561","7","4","30038184","392","96","184","16","328","24","2248"
"1","58562","7","4","30038184","392","96","184","16","328","200","2248"
"1","58563","7","48","65245120","1672","24","2248","120","120","224","2248"
"1","58564","7","48","65245120","1832","24","200","120","120","224","2248"
"1","58565","7","48","65243952","2376","152","904","208","496","128","2248"
"1","58566","7","48","65243952","936","24","320","176","2400","128","2248"
"1","58567","7","48","65243952","936","24","320","208","2400","128","2248"
"1","58568","7","48","65243952","936","24","320","320","2400","128","2248"
"1","58569","7","48","65243952","936","24","320","352","2400","128","2248"
"1","58570","7","4","30038184","392","40","80","16","328","16","2248"
"1","58571","7","4","30038184","392","40","80","16","328","24","2248"
"1","58572","7","4","30038184","392","40","80","16","328","200","2248"
"1","58573","7","48","65243952","968","24","328","176","2400","128","2248"
"1","58574","7","48","65243952","968","24","328","208","2400","128","2248"
"1","58575","7","48","65243952","968","24","328","320","2400","128","2248"
"1","58576","7","48","65243952","968","24","328","352","2400","128","2248"
"1","58577","7","48","65243952","584","152","56","32","672","128","2248"
"1","58578","7","48","65243952","392","176","344","208","1304","128","2248"
"1","58579","7","48","65243952","552","152","1224","208","2400","128","2248"
"1","58580","7","48","65243952","552","152","1224","320","2400","128","2248"
"1","58581","7","48","65243952","552","152","1224","352","2400","128","2248"
"1","58582","7","48","65243952","2888","152","56","32","680","128","2248"
"1","58583","7","48","65243952","2888","152","56","64","680","128","2248"
"1","58584","7","48","65243952","936","152","328","176","2400","128","2248"
"1","58585","7","48","65243952","936","152","328","320","2400","128","2248"
"1","58586","7","48","65243952","936","152","328","352","2400","128","2248"
"1","58587","7","48","65243952","552","152","1224","176","2400","128","2248"
"1","58588","7","48","65243952","488","152","328","208","592","128","2248"
"1","58589","7","48","65243952","488","152","328","176","592","128","2248"
"1","58590","7","48","65243952","392","352","344","176","1304","128","2248"
"1","58591","7","48","65243952","2376","24","896","176","496","128","2248"
"1","58592","7","48","65243952","2376","24","896","208","496","128","2248"
"1","58593","7","48","65243952","520","24","328","176","592","128","2248"
"1","58594","7","48","65243952","520","24","328","208","592","128","2248"
"1","58595","7","48","65243952","520","24","328","320","592","128","2248"
"1","58596","7","48","65243952","520","24","328","352","592","128","2248"
"1","58597","7","48","65243952","456","152","56","320","672","128","2248"
"1","58598","7","48","65243952","456","152","56","352","672","128","2248"
"1","58599","7","48","65243952","456","152","200","32","672","128","2248"
"1","58600","7","48","65243952","456","152","200","64","672","128","2248"
"1","58601","7","48","65243952","584","24","1224","208","2400","128","2248"
"1","58602","7","48","65243952","584","152","56","64","672","128","2248"
"1","58603","7","48","65243952","392","352","344","208","1304","128","2248"
"1","58604","7","48","65245120","1800","152","200","120","120","224","2248"
"1","58605","7","48","65247856","2088","24","392","32","1880","240","2256"
"1","58606","7","48","65247856","2088","24","392","64","1880","240","2256"
"1","58607","7","48","65247856","2024","24","376","32","1880","240","2256"
"1","58608","7","48","65247856","2024","24","376","64","1880","240","2256"
"1","58609","7","48","65247856","2024","152","384","64","1880","240","2256"
"1","58610","7","48","65245088","3624","152","56","176","104","240","2256"
"1","58611","7","48","65245088","3624","152","56","208","104","240","2256"
"1","58612","7","48","65247856","2056","24","384","32","1880","240","2256"
"1","58613","7","48","65247856","2056","24","384","64","1880","240","2256"
"1","58614","7","48","65247856","2056","152","392","32","1880","240","2256"
"1","58615","7","48","65247856","2056","152","392","64","1880","240","2256"
"1","58616","7","4","30038184","392","96","184","16","328","16","2256"
"1","58617","7","4","30038184","392","96","184","16","328","24","2256"
"1","58618","7","48","65245120","1672","24","2248","120","120","112","2256"
"1","58619","7","48","65245120","1832","24","200","120","120","112","2256"
"1","58620","7","4","30038184","392","40","80","16","328","16","2256"
"1","58621","7","4","30038184","392","40","80","16","328","24","2256"
"1","58622","7","48","65247856","2024","152","384","32","1880","240","2256"
"1","58623","7","48","65245120","1800","152","200","120","120","112","2256"
"1","58624","7","48","65247856","2088","24","392","32","1880","128","2264"
"1","58625","7","48","65247856","2088","24","392","64","1880","128","2264"
"1","58626","7","48","60097728","392","320","344","72","640","320","2264"
"1","58627","7","48","60097728","392","320","344","72","640","352","2264"
"1","58628","7","48","65247856","2024","24","376","32","1880","128","2264"
"1","58629","7","48","65247856","2024","24","376","64","1880","128","2264"
"1","58630","7","48","65247856","2024","152","384","64","1880","128","2264"
"1","58631","7","48","65243944","3624","152","56","176","104","240","2264"
"1","58632","7","48","65243944","3624","152","56","208","104","240","2264"
"1","58633","7","48","65243936","392","40","176","400","2072","128","2264"
"1","58634","7","48","65243936","392","40","208","400","2072","128","2264"
"1","58635","7","48","60097728","392","208","344","72","640","320","2264"
"1","58636","7","48","60097728","392","208","344","72","640","352","2264"
"1","58637","7","48","60097728","392","32","344","72","640","320","2264"
"1","58638","7","48","60097728","392","32","344","72","640","352","2264"
"1","58639","7","48","65247856","2056","24","384","32","1880","128","2264"
"1","58640","7","48","65247856","2056","24","384","64","1880","128","2264"
"1","58641","7","48","65247856","2056","152","392","32","1880","128","2264"
"1","58642","7","48","65247856","2056","152","392","64","1880","128","2264"
"1","58643","7","4","30038184","392","96","184","16","328","24","2264"
"1","58644","7","4","30038184","392","96","184","16","328","200","2264"
"1","58645","7","48","65245120","1672","24","2248","120","120","0","2264"
"1","58646","7","48","65245120","1832","24","200","120","120","0","2264"
"1","58647","7","4","30038184","392","40","80","16","328","24","2264"
"1","58648","7","4","30038184","392","40","80","16","328","200","2264"
"1","58649","7","48","60097728","392","176","344","72","640","320","2264"
"1","58650","7","48","60097728","392","176","344","72","640","352","2264"
"1","58651","7","48","60097728","392","352","344","72","640","320","2264"
"1","58652","7","48","60097728","392","352","344","72","640","352","2264"
"1","58653","7","48","65247856","2024","152","384","32","1880","128","2264"
"1","58654","7","48","65245120","1800","152","200","120","120","0","2264"
"1","58655","7","48","60097728","392","64","344","72","640","320","2264"
"1","58656","7","48","60097728","392","64","344","72","640","352","2264"
"1","58657","7","48","65245096","1064","152","344","64","1784","128","2272"
"1","58658","7","48","65245096","488","24","896","176","112","128","2272"
"1","58659","7","48","65245096","488","24","896","208","112","128","2272"
"1","58660","7","48","65247856","2088","24","392","32","1880","16","2272"
"1","58661","7","48","65247856","2088","24","392","64","1880","16","2272"
"1","58662","7","48","65247856","2024","24","376","32","1880","16","2272"
"1","58663","7","48","65247856","2024","24","376","64","1880","16","2272"
"1","58664","7","48","65247856","2024","152","384","64","1880","16","2272"
"1","58665","7","48","65247856","2056","24","384","32","1880","16","2272"
"1","58666","7","48","65247856","2056","24","384","64","1880","16","2272"
"1","58667","7","48","65247856","2056","152","392","32","1880","16","2272"
"1","58668","7","48","65247856","2056","152","392","64","1880","16","2272"
"1","58669","7","4","30038184","392","96","184","16","328","16","2272"
"1","58670","7","4","30038184","392","96","184","16","328","24","2272"
"1","58671","7","4","30038184","392","96","184","16","328","192","2272"
"1","58672","7","4","30038184","392","96","184","16","328","200","2272"
"1","58673","7","48","65245096","1064","152","344","32","1784","128","2272"
"1","58674","7","48","65245096","1064","152","344","320","1784","128","2272"
"1","58675","7","48","65245096","1064","152","344","352","1784","128","2272"
"1","58676","7","4","30038184","392","40","80","16","328","16","2272"
"1","58677","7","4","30038184","392","40","80","16","328","24","2272"
"1","58678","7","4","30038184","392","40","80","16","328","200","2272"
"1","58679","7","48","65245096","488","152","904","176","112","128","2272"
"1","58680","7","4","30038184","392","40","80","16","328","192","2272"
"1","58681","7","48","65245096","520","24","904","176","112","128","2272"
"1","58682","7","48","65245096","520","24","904","208","112","128","2272"
"1","58683","7","48","65245096","488","152","904","208","112","128","2272"
"1","58684","7","48","65247856","2024","152","384","32","1880","16","2272"
"1","58685","7","4","30038184","392","96","184","40","16","328","2280"
"1","58686","7","4","30038184","392","96","184","200","16","328","2280"
"1","58687","7","4","30038184","392","96","184","16","328","2072","2280"
"1","58688","7","4","30038184","392","96","184","16","328","2424","2280"
"1","58689","7","4","30038184","392","96","184","16","328","3032","2280"
"1","58690","7","4","30038184","392","40","80","16","328","3096","2280"
"1","58691","7","4","30038184","392","96","184","16","328","3280","2280"
"1","58692","7","4","30038184","392","40","80","16","328","3432","2280"
"1","58693","7","4","30038184","392","96","184","16","328","3624","2280"
"1","58694","7","4","30038184","392","40","288","80","16","328","2280"
"1","58695","7","4","30038184","392","40","80","16","40","328","2280"
"1","58696","7","4","30038184","392","96","184","16","328","2448","2280"
"1","58697","7","4","30038184","392","96","184","16","328","2464","2280"
"1","58698","7","4","30038184","392","40","80","16","328","3112","2280"
"1","58699","7","4","30038184","392","40","80","16","328","3336","2280"
"1","58700","7","4","30038184","392","96","184","16","328","3400","2280"
"1","58701","7","4","30038184","392","96","184","16","328","3512","2280"
"1","58702","7","4","30038184","392","40","80","16","328","3504","2280"
"1","58703","7","4","30038184","392","40","80","16","328","3864","2280"
"1","58704","7","4","30038184","392","96","184","16","328","3896","2280"
"1","58705","7","4","30038184","392","40","216","80","16","328","2280"
"1","58706","7","4","30038184","392","40","80","40","16","328","2280"
"1","58707","7","4","30038184","392","40","80","16","328","2360","2280"
"1","58708","7","4","30038184","392","40","80","16","328","2464","2280"
"1","58709","7","4","30038184","392","96","184","16","328","3912","2280"
"1","58710","7","4","30038184","392","40","80","16","328","3968","2280"
"1","58711","7","4","30038184","392","96","184","16","328","4024","2280"
"1","58712","7","4","30038184","392","96","184","16","88","328","2280"
"1","58713","7","4","30038184","392","96","304","264","16","328","2280"
"1","58714","7","4","30038184","392","40","80","16","328","480","2280"
"1","58715","7","4","30038184","392","40","80","16","328","2376","2280"
"1","58716","7","4","30038184","392","40","80","16","328","2480","2280"
"1","58717","7","4","30038184","392","96","184","16","328","2536","2280"
"1","58718","7","4","30038184","392","96","184","16","328","2616","2280"
"1","58719","7","4","30038184","392","96","184","16","328","3040","2280"
"1","58720","7","4","30038184","392","96","184","16","328","3072","2280"
"1","58721","7","4","30038184","392","40","80","16","328","3200","2280"
"1","58722","7","4","30038184","392","96","184","16","328","3432","2280"
"1","58723","7","4","30038184","392","40","80","16","328","3656","2280"
"1","58724","7","4","30038184","392","96","184","16","328","3760","2280"
"1","58725","7","4","30038184","392","96","184","16","328","3808","2280"
"1","58726","7","4","30038184","392","96","24","176","16","328","2280"
"1","58727","7","4","30038184","392","96","304","0","16","328","2280"
"1","58728","7","4","30038184","392","40","80","16","328","2472","2280"
"1","58729","7","4","30038184","392","40","80","16","328","3144","2280"
"1","58730","7","4","30038184","392","96","184","16","328","3544","2280"
"1","58731","7","4","30038184","392","96","184","160","16","328","2280"
"1","58732","7","4","30038184","392","40","80","16","200","328","2280"
"1","58733","7","4","30038184","392","96","184","16","328","1936","2280"
"1","58734","7","4","30038184","392","40","80","16","328","2448","2280"
"1","58735","7","4","30038184","392","40","80","16","328","2496","2280"
"1","58736","7","4","30038184","392","40","80","16","328","2824","2280"
"1","58737","7","4","30038184","392","96","184","16","328","3464","2280"
"1","58738","7","4","30038184","392","40","80","16","328","3608","2280"
"1","58739","7","4","30038184","392","40","80","16","328","3776","2280"
"1","58740","7","4","30038184","392","40","272","184","16","328","2280"
"1","58741","7","4","30038184","392","40","80","408","0","328","2280"
"1","58742","7","4","30038184","392","40","80","16","328","608","2280"
"1","58743","7","4","30038184","392","96","184","16","328","2552","2280"
"1","58744","7","4","30038184","392","96","184","16","328","3168","2280"
"1","58745","7","4","30038184","392","96","184","16","328","3496","2280"
"1","58746","7","4","30038184","392","40","80","16","328","3472","2280"
"1","58747","7","4","30038184","392","40","80","16","328","3544","2280"
"1","58748","7","4","30038184","392","96","184","16","328","3640","2280"
"1","58749","7","4","30038184","392","96","184","16","328","3776","2280"
"1","58750","7","4","30038184","392","96","184","16","328","3888","2280"
"1","58751","7","4","30038184","392","96","184","16","328","3928","2280"
"1","58752","7","4","30038184","392","40","80","16","328","3936","2280"
"1","58753","7","4","30038184","392","96","184","16","328","24","2280"
"1","58754","7","4","30038184","392","96","184","16","328","136","2280"
"1","58755","7","4","30038184","392","96","184","16","328","144","2280"
"1","58756","7","4","30038184","392","96","184","16","328","152","2280"
"1","58757","7","4","30038184","392","96","184","16","328","464","2280"
"1","58758","7","4","30038184","392","96","184","16","328","480","2280"
"1","58759","7","4","30038184","392","96","184","16","328","528","2280"
"1","58760","7","4","30038184","392","96","184","16","328","576","2280"
"1","58761","7","4","30038184","392","96","184","16","328","608","2280"
"1","58762","7","4","30038184","392","96","184","16","328","624","2280"
"1","58763","7","4","30038184","392","96","184","16","328","640","2280"
"1","58764","7","4","30038184","392","96","184","16","328","864","2280"
"1","58765","7","4","30038184","392","96","184","16","328","1640","2280"
"1","58766","7","4","30038184","392","96","184","16","328","1800","2280"
"1","58767","7","4","30038184","392","96","184","16","328","2048","2280"
"1","58768","7","4","30038184","392","96","184","16","328","2064","2280"
"1","58769","7","4","30038184","392","96","184","16","328","2136","2280"
"1","58770","7","4","30038184","392","96","184","16","328","2192","2280"
"1","58771","7","4","30038184","392","96","184","16","328","2240","2280"
"1","58772","6","4","30038184","392","96","184","16","328","2280","null"
"1","58773","7","4","30038184","392","96","184","16","328","2328","2280"
"1","58774","7","4","30038184","392","96","184","16","328","2352","2280"
"1","58775","7","4","30038184","392","96","184","16","328","2360","2280"
"1","58776","7","4","30038184","392","96","184","16","328","2368","2280"
"1","58777","7","4","30038184","392","96","184","16","328","2376","2280"
"1","58778","7","4","30038184","392","96","184","16","328","2384","2280"
"1","58779","7","4","30038184","392","96","184","16","328","2392","2280"
"1","58780","7","4","30038184","392","96","184","16","328","2408","2280"
"1","58781","7","4","30038184","392","96","184","16","328","2416","2280"
"1","58782","7","4","30038184","392","96","184","16","328","2440","2280"
"1","58783","7","4","30038184","392","96","184","16","328","2472","2280"
"1","58784","7","4","30038184","392","96","184","16","328","2496","2280"
"1","58785","7","4","30038184","392","96","184","16","328","2520","2280"
"1","58786","7","4","30038184","392","96","184","16","328","2528","2280"
"1","58787","7","4","30038184","392","96","184","16","328","2600","2280"
"1","58788","7","4","30038184","392","96","184","16","328","2624","2280"
"1","58789","7","4","30038184","392","96","184","16","328","2648","2280"
"1","58790","7","4","30038184","392","96","184","16","328","2760","2280"
"1","58791","7","4","30038184","392","96","184","16","328","2800","2280"
"1","58792","7","4","30038184","392","96","184","16","328","2824","2280"
"1","58793","7","4","30038184","392","96","184","16","328","2856","2280"
"1","58794","7","4","30038184","392","96","184","16","328","2864","2280"
"1","58795","7","4","30038184","392","96","184","16","328","2904","2280"
"1","58796","7","4","30038184","392","96","184","16","328","2976","2280"
"1","58797","7","4","30038184","392","96","184","16","328","2984","2280"
"1","58798","7","4","30038184","392","96","184","16","328","2992","2280"
"1","58799","7","4","30038184","392","96","184","16","328","3000","2280"
"1","58800","7","4","30038184","392","96","184","16","328","3096","2280"
"1","58801","7","4","30038184","392","96","184","16","328","3112","2280"
"1","58802","7","4","30038184","392","96","184","16","328","3120","2280"
"1","58803","7","4","30038184","392","96","184","16","328","3136","2280"
"1","58804","7","4","30038184","392","96","184","16","328","3144","2280"
"1","58805","7","4","30038184","392","96","184","16","328","3160","2280"
"1","58806","7","4","30038184","392","96","184","16","328","3176","2280"
"1","58807","7","4","30038184","392","96","184","16","328","3184","2280"
"1","58808","7","4","30038184","392","96","184","16","328","3200","2280"
"1","58809","7","4","30038184","392","96","184","16","328","3216","2280"
"1","58810","7","4","30038184","392","96","184","16","328","3248","2280"
"1","58811","7","4","30038184","392","96","184","16","328","3256","2280"
"1","58812","7","4","30038184","392","96","184","16","328","3272","2280"
"1","58813","7","4","30038184","392","96","184","16","328","3304","2280"
"1","58814","7","4","30038184","392","96","184","16","328","3320","2280"
"1","58815","7","4","30038184","392","96","184","16","328","3336","2280"
"1","58816","7","4","30038184","392","96","184","16","328","3344","2280"
"1","58817","7","4","30038184","392","96","184","16","328","3368","2280"
"1","58818","7","4","30038184","392","96","184","16","328","3376","2280"
"1","58819","7","4","30038184","392","96","184","16","328","3384","2280"
"1","58820","7","4","30038184","392","96","184","16","328","3408","2280"
"1","58821","7","4","30038184","392","96","184","16","328","3440","2280"
"1","58822","7","4","30038184","392","96","184","16","328","3448","2280"
"1","58823","7","4","30038184","392","96","184","16","328","3472","2280"
"1","58824","7","4","30038184","392","96","184","16","328","3480","2280"
"1","58825","7","4","30038184","392","96","184","16","328","3528","2280"
"1","58826","7","4","30038184","392","96","184","16","328","3552","2280"
"1","58827","7","4","30038184","392","96","184","16","328","3576","2280"
"1","58828","7","4","30038184","392","96","184","16","328","3592","2280"
"1","58829","7","4","30038184","392","96","184","16","328","3616","2280"
"1","58830","7","4","30038184","392","96","184","16","328","3632","2280"
"1","58831","7","4","30038184","392","96","184","16","328","3656","2280"
"1","58832","7","4","30038184","392","96","184","16","328","3672","2280"
"1","58833","7","4","30038184","392","96","184","16","328","3680","2280"
"1","58834","7","4","30038184","392","96","184","16","328","3688","2280"
"1","58835","7","4","30038184","392","96","184","16","328","3704","2280"
"1","58836","7","4","30038184","392","96","184","16","328","3712","2280"
"1","58837","7","4","30038184","392","96","184","16","328","3720","2280"
"1","58838","7","4","30038184","392","96","184","16","328","3736","2280"
"1","58839","7","4","30038184","392","96","184","16","328","3744","2280"
"1","58840","7","4","30038184","392","96","184","16","328","3832","2280"
"1","58841","7","4","30038184","392","96","184","16","328","3840","2280"
"1","58842","7","4","30038184","392","96","184","16","328","3872","2280"
"1","58843","7","4","30038184","392","96","184","16","328","3880","2280"
"1","58844","7","4","30038184","392","96","184","16","328","3904","2280"
"1","58845","7","4","30038184","392","96","184","16","328","3920","2280"
"1","58846","7","4","30038184","392","96","184","16","328","3936","2280"
"1","58847","7","4","30038184","392","96","184","16","328","3944","2280"
"1","58848","7","4","30038184","392","96","184","16","328","3960","2280"
"1","58849","7","4","30038184","392","96","184","16","328","3968","2280"
"1","58850","7","4","30038184","392","96","184","16","328","3976","2280"
"1","58851","7","4","30038184","392","96","184","16","328","3984","2280"
"1","58852","7","4","30038184","392","96","184","16","328","3992","2280"
"1","58853","7","4","30038184","392","96","184","16","328","4000","2280"
"1","58854","7","4","30038184","392","96","184","16","328","4008","2280"
"1","58855","7","4","30038184","392","96","184","16","328","4016","2280"
"1","58856","7","4","30038184","392","96","184","16","328","4032","2280"
"1","58857","7","4","30038184","392","96","184","16","328","4040","2280"
"1","58858","7","4","30038184","392","96","184","16","328","4048","2280"
"1","58859","7","4","30038184","392","96","184","16","328","4064","2280"
"1","58860","7","4","30038184","392","96","184","16","328","4072","2280"
"1","58861","7","4","30038184","392","96","184","16","328","4080","2280"
"1","58862","7","4","30038184","392","96","184","16","328","4088","2280"
"1","58863","7","48","64359192","392","224","120","480","176","128","2280"
"1","58864","7","48","65253232","392","224","120","480","176","128","2280"
"1","58865","7","48","64359192","392","224","120","480","208","128","2280"
"1","58866","7","48","65253232","392","224","120","480","208","128","2280"
"1","58867","7","4","30038184","392","96","184","16","160","328","2280"
"1","58868","7","4","30038184","392","40","80","16","160","328","2280"
"1","58869","7","4","30038184","392","40","80","16","328","2064","2280"
"1","58870","7","4","30038184","392","40","80","16","328","2536","2280"
"1","58871","7","4","30038184","392","96","184","16","328","2712","2280"
"1","58872","7","4","30038184","392","40","80","16","328","3360","2280"
"1","58873","7","4","30038184","392","40","80","16","328","3368","2280"
"1","58874","7","4","30038184","392","96","184","16","328","3488","2280"
"1","58875","7","4","30038184","392","40","80","16","328","3640","2280"
"1","58876","7","4","30038184","392","96","184","16","328","3784","2280"
"1","58877","7","4","30038184","392","96","184","16","328","3856","2280"
"1","58878","7","4","30038184","392","96","184","16","200","328","2280"
"1","58879","7","4","30038184","392","96","184","408","0","328","2280"
"1","58880","7","4","30038184","392","40","80","16","328","24","2280"
"1","58881","7","4","30038184","392","40","80","16","328","136","2280"
"1","58882","7","4","30038184","392","40","80","16","328","144","2280"
"1","58883","7","4","30038184","392","40","80","16","328","152","2280"
"1","58884","7","4","30038184","392","40","80","16","328","464","2280"
"1","58885","7","4","30038184","392","40","80","16","328","528","2280"
"1","58886","7","4","30038184","392","40","80","16","328","576","2280"
"1","58887","7","4","30038184","392","40","80","16","328","624","2280"
"1","58888","7","4","30038184","392","40","80","16","328","640","2280"
"1","58889","7","4","30038184","392","40","80","16","328","864","2280"
"1","58890","7","4","30038184","392","40","80","16","328","1936","2280"
"1","58891","7","4","30038184","392","40","80","16","328","2072","2280"
"1","58892","7","4","30038184","392","40","80","16","328","2112","2280"
"1","58893","7","4","30038184","392","40","80","16","328","2136","2280"
"1","58894","7","4","30038184","392","40","80","16","328","2168","2280"
"1","58895","7","4","30038184","392","40","80","16","328","2192","2280"
"1","58896","7","4","30038184","392","40","80","16","328","2208","2280"
"1","58897","7","4","30038184","392","40","80","16","328","2240","2280"
"1","58898","6","4","30038184","392","40","80","16","328","2280","null"
"1","58899","7","4","30038184","392","40","80","16","328","2328","2280"
"1","58900","7","4","30038184","392","40","80","16","328","2352","2280"
"1","58901","7","4","30038184","392","40","80","16","328","2368","2280"
"1","58902","7","4","30038184","392","40","80","16","328","2392","2280"
"1","58903","7","4","30038184","392","40","80","16","328","2416","2280"
"1","58904","7","4","30038184","392","40","80","16","328","2424","2280"
"1","58905","7","4","30038184","392","40","80","16","328","2440","2280"
"1","58906","7","4","30038184","392","40","80","16","328","2456","2280"
