"ptrid","resultid","offsetcount","moduleid","moduleoffset","offset1","offset2","offset3","offset4","offset5","offset6","offset7"
"1","0","7","54","4861504","392","32","72","368","32","1160","0"
"1","1","7","54","4865752","392","32","456","144","72","1200","0"
"1","2","7","54","4861456","392","32","840","304","72","48","0"
"1","3","7","54","4861456","392","32","840","344","392","296","0"
"1","4","7","48","65245152","936","152","328","352","2184","128","0"
"1","5","7","48","65243848","456","152","344","32","216","240","0"
"1","6","7","54","4864592","2824","24","200","128","168","336","0"
"1","7","7","54","4864688","2824","24","200","128","168","336","0"
"1","8","7","54","4864784","2824","24","200","128","168","336","0"
"1","9","7","54","4864880","2824","24","200","128","168","336","0"
"1","10","7","54","4865752","2824","152","312","32","680","928","0"
"1","11","7","54","4865752","2760","24","464","208","224","912","0"
"1","12","7","54","4861504","1576","152","200","288","152","288","0"
"1","13","7","54","4861504","1576","152","200","288","280","288","0"
"1","14","7","48","64359376","2088","24","104","32","176","112","0"
"1","15","7","48","65245200","2088","24","104","32","176","112","0"
"1","16","7","48","64359376","2088","24","104","32","208","112","0"
"1","17","7","48","65245200","2088","24","104","32","208","112","0"
"1","18","7","48","64359376","2088","24","104","32","320","112","0"
"1","19","7","48","65245200","2088","24","104","32","320","112","0"
"1","20","7","48","64359376","2088","24","104","32","352","112","0"
"1","21","7","48","65245200","2088","24","104","32","352","112","0"
"1","22","7","54","4861544","1640","152","120","64","3000","32","0"
"1","23","7","54","4861544","1640","152","120","176","3000","32","0"
"1","24","7","54","4861544","1640","152","120","208","3000","32","0"
"1","25","7","54","4861456","2152","24","712","384","312","296","0"
"1","26","7","54","4861504","2472","152","328","624","72","848","0"
"1","27","7","54","4861504","2472","152","328","624","456","1216","0"
"1","28","7","54","4861456","2472","152","328","344","1192","296","0"
"1","29","7","54","4861456","2472","152","328","384","312","296","0"
"1","30","7","54","4861504","3560","24","712","296","1464","392","0"
"1","31","7","54","4861504","3912","24","384","3056","680","48","0"
"1","32","7","54","4861504","3912","24","384","3056","1064","416","0"
"1","33","7","54","4861504","392","32","112","248","152","1280","0"
"1","34","7","54","4861504","392","128","112","440","160","1280","0"
"1","35","7","54","4865752","648","24","1216","208","224","912","0"
"1","36","7","54","4865752","744","24","1240","208","224","912","0"
"1","37","7","54","4865752","744","152","1248","208","224","912","0"
"1","38","6","54","4861472","1000","24","768","400","680","0","null"
"1","39","7","54","4861472","1000","24","768","144","72","416","0"
"1","40","7","54","4861472","1000","88","16","768","400","680","0"
"1","41","7","54","4861472","1000","88","144","776","400","680","0"
"1","42","6","54","4861472","1000","152","776","400","680","0","null"
"1","43","7","54","4861504","1736","24","88","288","152","288","0"
"1","44","7","54","4861504","1736","24","88","288","280","288","0"
"1","45","7","54","4861504","1736","152","96","288","152","288","0"
"1","46","7","54","4861504","1736","152","96","288","280","288","0"
"1","47","7","48","64359376","2024","24","88","32","176","112","0"
"1","48","7","48","65245200","2024","24","88","32","176","112","0"
"1","49","7","48","64359376","2024","24","88","32","208","112","0"
"1","50","7","48","65245200","2024","24","88","32","208","112","0"
"1","51","7","48","64359376","2024","24","88","32","320","112","0"
"1","52","7","48","65245200","2024","24","88","32","320","112","0"
"1","53","7","48","64359376","2024","24","88","32","352","112","0"
"1","54","7","48","65245200","2024","24","88","32","352","112","0"
"1","55","7","48","64359376","2024","152","96","32","176","112","0"
"1","56","7","48","65245200","2024","152","96","32","176","112","0"
"1","57","7","48","64359376","2024","152","96","32","208","112","0"
"1","58","7","48","65245200","2024","152","96","32","208","112","0"
"1","59","7","48","64359376","2024","152","96","32","320","112","0"
"1","60","7","48","65245200","2024","152","96","32","320","112","0"
"1","61","7","48","64359376","2024","152","96","32","352","112","0"
"1","62","7","48","65245200","2024","152","96","32","352","112","0"
"1","63","7","54","4861456","2120","24","704","344","1192","296","0"
"1","64","7","54","4861456","2152","24","712","344","1192","296","0"
"1","65","7","54","4865752","2568","24","416","208","224","912","0"
"1","66","7","54","4865752","2792","24","472","208","224","912","0"
"1","67","7","54","4861456","2472","24","320","384","312","296","0"
"1","68","7","54","4865752","4072","24","376","528","3144","1000","0"
"1","69","7","48","65245152","904","152","320","320","2184","128","0"
"1","70","7","48","65245152","904","152","320","352","2184","128","0"
"1","71","6","54","4861472","904","152","1216","400","680","0","null"
"1","72","7","54","4861472","904","152","1216","144","72","416","0"
"1","73","7","54","4861504","1256","152","944","936","40","1168","0"
"1","74","7","54","4861456","1608","24","1088","344","1192","296","0"
"1","75","7","54","4865752","2600","24","424","208","224","912","0"
"1","76","7","54","4865752","2760","152","472","208","224","912","0"
"1","77","7","54","4864592","2376","24","1472","760","1464","392","0"
"1","78","7","54","4864688","2376","24","1472","760","1464","392","0"
"1","79","7","54","4864784","2376","24","1472","760","1464","392","0"
"1","80","7","54","4864880","2376","24","1472","760","1464","392","0"
"1","81","7","54","4861504","584","24","776","360","680","48","0"
"1","82","7","54","4861504","584","24","776","360","1064","416","0"
"1","83","7","54","4861504","2504","24","328","624","72","848","0"
"1","84","7","54","4861504","2504","24","328","624","456","1216","0"
"1","85","7","54","4861456","2504","24","328","344","1192","296","0"
"1","86","7","54","4861456","2504","24","328","384","312","296","0"
"1","87","7","54","4861504","2152","24","712","624","72","848","0"
"1","88","7","54","4861504","2152","24","712","624","456","1216","0"
"1","89","7","54","4861504","3880","24","376","3056","680","48","0"
"1","90","7","54","4861504","3880","24","376","3056","1064","416","0"
"1","91","7","54","4890464","392","88","184","464","3240","8","0"
"1","92","7","54","4890456","392","88","184","464","3240","40","0"
"1","93","7","54","4865752","616","152","1216","208","224","912","0"
"1","94","7","54","4865752","776","24","1248","208","224","912","0"
"1","95","7","54","4865752","776","152","1256","208","224","912","0"
"1","96","6","54","4861472","1032","24","776","400","680","0","null"
"1","97","7","54","4861472","1032","24","776","144","72","416","0"
"1","98","7","54","4861472","1032","88","16","776","400","680","0"
"1","99","7","48","65245152","584","24","1224","320","2184","128","0"
"1","100","6","54","4861472","3784","24","328","400","680","0","null"
"1","101","7","54","4861472","3784","24","328","144","72","416","0"
"1","102","7","54","4861504","3976","152","328","296","1464","392","0"
"1","103","7","48","65243848","456","152","344","64","216","240","0"
"1","104","7","48","64359376","2056","24","96","32","176","112","0"
"1","105","7","48","65245200","2056","24","96","32","176","112","0"
"1","106","7","48","64359376","2056","24","96","32","208","112","0"
"1","107","7","48","65245200","2056","24","96","32","208","112","0"
"1","108","7","48","64359376","2056","24","96","32","320","112","0"
"1","109","7","48","65245200","2056","24","96","32","320","112","0"
"1","110","7","48","64359376","2056","24","96","32","352","112","0"
"1","111","7","48","65245200","2056","24","96","32","352","112","0"
"1","112","7","48","64359376","2056","152","104","32","176","112","0"
"1","113","7","48","65245200","2056","152","104","32","176","112","0"
"1","114","7","48","64359376","2056","152","104","32","208","112","0"
"1","115","7","48","65245200","2056","152","104","32","208","112","0"
"1","116","7","48","64359376","2056","152","104","32","320","112","0"
"1","117","7","48","65245200","2056","152","104","32","320","112","0"
"1","118","7","48","64359376","2056","152","104","32","352","112","0"
"1","119","7","48","65245200","2056","152","104","32","352","112","0"
"1","120","7","54","4861456","2120","24","704","384","312","296","0"
"1","121","7","54","4865752","2696","24","448","208","224","912","0"
"1","122","7","54","4865752","2696","152","456","208","224","912","0"
"1","123","7","54","4864592","2344","152","1472","760","1464","392","0"
"1","124","7","54","4864688","2344","152","1472","760","1464","392","0"
"1","125","7","54","4864784","2344","152","1472","760","1464","392","0"
"1","126","7","54","4864880","2344","152","1472","760","1464","392","0"
"1","127","7","54","4864592","2376","152","1480","760","1536","392","0"
"1","128","7","54","4864688","2376","152","1480","760","1536","392","0"
"1","129","7","54","4864784","2376","152","1480","760","1536","392","0"
"1","130","7","54","4864880","2376","152","1480","760","1536","392","0"
"1","131","7","54","4864592","392","80","560","400","1528","392","0"
"1","132","7","54","4864688","392","80","560","400","1528","392","0"
"1","133","7","54","4864784","392","80","560","400","1528","392","0"
"1","134","7","54","4864880","392","80","560","400","1528","392","0"
"1","135","7","54","4861504","552","24","768","360","680","48","0"
"1","136","7","54","4861504","552","24","768","360","1064","416","0"
"1","137","7","48","65245152","552","24","1216","320","2184","128","0"
"1","138","7","48","65245152","552","24","1216","352","2184","128","0"
"1","139","7","48","65243848","584","152","200","64","216","240","0"
"1","140","7","54","4861472","1000","152","776","144","72","416","0"
"1","141","7","54","4865752","2632","24","432","208","224","912","0"
"1","142","7","54","4865752","2632","152","440","208","224","912","0"
"1","143","6","54","4861472","3752","24","320","400","680","0","null"
"1","144","7","54","4861472","3752","24","320","144","72","416","0"
"1","145","7","54","4861472","3752","88","16","320","400","680","0"
"1","146","7","54","4861472","3752","88","144","328","400","680","0"
"1","147","6","54","4861472","3752","152","328","400","680","0","null"
"1","148","7","54","4861472","3752","152","328","144","72","416","0"
"1","149","7","54","4865752","680","24","1224","208","224","912","0"
"1","150","7","54","4865752","808","24","1256","208","224","912","0"
"1","151","7","54","4865752","808","152","1264","208","224","912","0"
"1","152","7","48","64359376","1928","24","232","32","176","112","0"
"1","153","7","48","65245200","1928","24","232","32","176","112","0"
"1","154","7","48","64359376","1928","24","232","32","208","112","0"
"1","155","7","48","65245200","1928","24","232","32","208","112","0"
"1","156","7","48","64359376","1928","24","232","32","320","112","0"
"1","157","7","48","65245200","1928","24","232","32","320","112","0"
"1","158","7","48","64359376","1928","24","232","32","352","112","0"
"1","159","7","48","65245200","1928","24","232","32","352","112","0"
"1","160","7","54","4861504","2120","24","704","624","72","848","0"
"1","161","7","54","4861504","2120","24","704","624","456","1216","0"
"1","162","7","54","4861504","2472","24","320","624","72","848","0"
"1","163","7","54","4861504","2472","24","320","624","456","1216","0"
"1","164","7","54","4861456","2472","24","320","344","1192","296","0"
"1","165","7","54","4864592","2536","24","488","128","168","336","0"
"1","166","7","54","4864688","2536","24","488","128","168","336","0"
"1","167","7","54","4864784","2536","24","488","128","168","336","0"
"1","168","7","54","4864880","2536","24","488","128","168","336","0"
"1","169","7","54","4865752","2728","24","456","208","224","912","0"
"1","170","7","54","4865752","3816","24","2424","528","3144","1000","0"
"1","171","7","54","4861504","4008","24","328","296","1464","392","0"
"1","172","7","54","4865752","648","152","1224","208","224","912","0"
"1","173","7","48","65245152","936","24","320","320","2184","128","0"
"1","174","7","48","65245152","936","24","320","352","2184","128","0"
"1","175","6","54","4861472","936","24","1216","400","680","0","null"
"1","176","7","54","4861472","936","24","1216","144","72","416","0"
"1","177","7","54","4861472","968","88","16","1224","400","680","0"
"1","178","7","54","4861504","1224","152","1032","936","40","1168","0"
"1","179","7","48","64359376","1928","152","240","32","176","112","0"
"1","180","7","48","65245200","1928","152","240","32","176","112","0"
"1","181","7","48","64359376","1928","152","240","32","208","112","0"
"1","182","7","48","65245200","1928","152","240","32","208","112","0"
"1","183","7","48","64359376","1928","152","240","32","320","112","0"
"1","184","7","48","65245200","1928","152","240","32","320","112","0"
"1","185","7","48","64359376","1928","152","240","32","352","112","0"
"1","186","7","48","65245200","1928","152","240","32","352","112","0"
"1","187","7","54","4861544","1640","152","120","32","3000","32","0"
"1","188","7","54","4864592","2440","24","776","128","168","336","0"
"1","189","7","54","4864688","2440","24","776","128","168","336","0"
"1","190","7","54","4864784","2440","24","776","128","168","336","0"
"1","191","7","54","4864880","2440","24","776","128","168","336","0"
"1","192","7","54","4861504","2440","152","320","624","72","848","0"
"1","193","7","54","4861504","2440","152","320","624","456","1216","0"
"1","194","7","54","4861456","2440","152","320","344","1192","296","0"
"1","195","7","54","4865752","2536","152","416","208","224","912","0"
"1","196","7","54","4865752","2728","152","464","208","224","912","0"
"1","197","7","54","4861504","3528","152","712","296","1464","392","0"
"1","198","7","48","65245152","968","24","328","320","2184","128","0"
"1","199","7","48","65245152","968","24","328","352","2184","128","0"
"1","200","6","54","4861472","968","24","1224","400","680","0","null"
"1","201","7","54","4861472","968","24","1224","144","72","416","0"
"1","202","7","54","4833592","2344","152","1472","32","1920","120","0"
"1","203","7","54","4833592","2344","152","1472","32","2872","112","0"
"1","204","7","54","4864592","2344","152","1472","760","1536","392","0"
"1","205","7","54","4864688","2344","152","1472","760","1536","392","0"
"1","206","7","54","4864784","2344","152","1472","760","1536","392","0"
"1","207","7","54","4864880","2344","152","1472","760","1536","392","0"
"1","208","7","54","4861472","2344","152","1472","728","72","48","0"
"1","209","7","54","4861504","552","152","776","360","680","48","0"
"1","210","7","54","4861504","552","152","776","360","1064","416","0"
"1","211","7","48","65245152","552","152","1224","352","2184","128","0"
"1","212","7","54","4861504","1608","24","1088","624","72","848","0"
"1","213","7","54","4861504","1608","24","1088","624","456","1216","0"
"1","214","7","54","4861456","1608","24","1088","384","312","296","0"
"1","215","7","54","4861504","1608","152","1096","624","72","848","0"
"1","216","7","54","4861504","1608","152","1096","624","456","1216","0"
"1","217","7","54","4861456","1608","152","1096","344","1192","296","0"
"1","218","7","54","4861456","1608","152","1096","384","312","296","0"
"1","219","7","54","4861504","3912","152","392","3056","680","48","0"
"1","220","7","54","4861504","3912","152","392","3056","1064","416","0"
"1","221","7","54","4861472","936","88","16","1216","400","680","0"
"1","222","7","54","4861472","936","88","144","1224","400","680","0"
"1","223","7","48","65245152","936","152","328","320","2184","128","0"
"1","224","6","54","4861472","936","152","1224","400","680","0","null"
"1","225","7","54","4861472","936","152","1224","144","72","416","0"
"1","226","7","48","65243848","584","152","56","320","216","240","0"
"1","227","7","54","4861472","1896","152","32","1752","680","48","0"
"1","228","7","54","4861504","1896","152","32","1752","112","1272","0"
"1","229","7","54","4861504","1896","152","32","1752","312","1280","0"
"1","230","7","54","4861456","2440","152","320","384","312","296","0"
"1","231","7","54","4865752","2664","24","440","208","224","912","0"
"1","232","7","54","4865752","2664","152","448","208","224","912","0"
"1","233","7","54","4864592","2408","24","1480","760","1464","392","0"
"1","234","7","54","4864688","2408","24","1480","760","1464","392","0"
"1","235","7","54","4864784","2408","24","1480","760","1464","392","0"
"1","236","7","54","4864880","2408","24","1480","760","1464","392","0"
"1","237","7","54","4861504","3976","24","320","296","1464","392","0"
"1","238","7","54","4861504","392","80","112","440","160","1280","0"
"1","239","7","54","4861504","424","24","648","184","680","1224","0"
"1","240","7","54","4861504","424","152","360","184","680","1224","0"
"1","241","7","54","4861504","424","152","456","192","680","1224","0"
"1","242","7","54","4861504","1768","24","96","288","152","288","0"
"1","243","7","54","4861504","1768","24","96","288","280","288","0"
"1","244","7","54","4861504","1768","152","104","288","152","288","0"
"1","245","7","54","4861504","1768","152","104","288","280","288","0"
"1","246","7","48","64359376","1960","152","248","32","176","112","0"
"1","247","7","48","65245200","1960","152","248","32","176","112","0"
"1","248","7","48","64359376","1960","152","248","32","208","112","0"
"1","249","7","48","65245200","1960","152","248","32","208","112","0"
"1","250","7","48","64359376","1960","152","248","32","320","112","0"
"1","251","7","48","65245200","1960","152","248","32","320","112","0"
"1","252","7","48","64359376","1960","152","248","32","352","112","0"
"1","253","7","48","65245200","1960","152","248","32","352","112","0"
"1","254","7","54","4833592","2408","24","1480","32","1920","120","0"
"1","255","7","54","4833592","2408","24","1480","32","2872","112","0"
"1","256","7","54","4864592","2408","24","1480","760","1536","392","0"
"1","257","7","54","4864688","2408","24","1480","760","1536","392","0"
"1","258","7","54","4864784","2408","24","1480","760","1536","392","0"
"1","259","7","54","4864880","2408","24","1480","760","1536","392","0"
"1","260","7","54","4861472","2408","24","1480","728","72","48","0"
"1","261","7","54","4861472","3784","88","16","328","400","680","0"
"1","262","7","54","4865752","712","24","1232","208","224","912","0"
"1","263","7","54","4865752","712","152","1240","208","224","912","0"
"1","264","7","54","4861472","904","88","144","1216","400","680","0"
"1","265","7","54","4865752","872","152","1008","208","224","912","0"
"1","266","7","54","4865752","840","152","1272","208","224","912","0"
"1","267","7","54","4861456","1192","24","200","1096","184","304","0"
"1","268","7","48","65245152","552","152","1224","320","2184","128","0"
"1","269","7","54","4833592","2376","24","1472","32","1920","120","0"
"1","270","7","54","4833592","2376","24","1472","32","2872","112","0"
"1","271","7","54","4864592","2376","24","1472","760","1536","392","0"
"1","272","7","54","4864688","2376","24","1472","760","1536","392","0"
"1","273","7","54","4864784","2376","24","1472","760","1536","392","0"
"1","274","7","54","4864880","2376","24","1472","760","1536","392","0"
"1","275","7","54","4861472","2376","24","1472","728","72","48","0"
"1","276","7","54","4833592","2376","152","1480","32","1920","120","0"
"1","277","7","54","4833592","2376","152","1480","32","2872","112","0"
"1","278","7","54","4861472","2376","152","1480","728","72","48","0"
"1","279","7","54","4861504","1640","24","1096","624","72","848","0"
"1","280","7","54","4861504","1640","24","1096","624","456","1216","0"
"1","281","7","54","4861456","1640","24","1096","384","312","296","0"
"1","282","7","54","4865752","2568","152","424","208","224","912","0"
"1","283","7","54","4865752","2792","152","208","208","224","912","0"
"1","284","7","54","4861504","3848","152","376","3056","680","48","0"
"1","285","7","54","4861504","3848","152","376","3056","1064","416","0"
"1","286","7","54","4865752","392","224","888","872","696","896","0"
"1","287","7","54","4865752","392","224","888","872","1080","320","0"
"1","288","7","54","4865752","392","224","888","1448","696","992","0"
"1","289","7","54","4865752","392","224","888","1448","1080","416","0"
"1","290","7","54","4864592","2376","152","1480","760","1464","392","0"
"1","291","7","54","4864688","2376","152","1480","760","1464","392","0"
"1","292","7","54","4864784","2376","152","1480","760","1464","392","0"
"1","293","7","54","4864880","2376","152","1480","760","1464","392","0"
"1","294","7","54","4890464","392","8","184","464","3240","8","0"
"1","295","7","54","4890456","392","8","184","464","3240","40","0"
"1","296","7","54","4861504","456","24","360","184","680","1224","0"
"1","297","7","54","4861504","456","24","456","192","680","1224","0"
"1","298","7","48","65243848","456","152","200","320","216","240","0"
"1","299","7","48","65243848","456","152","200","352","216","240","0"
"1","300","7","48","65243848","584","152","200","32","216","240","0"
"1","301","7","54","4861504","1704","152","88","288","152","288","0"
"1","302","7","54","4861504","1704","152","88","288","280","288","0"
"1","303","7","4","30038616","1672","152","96","224","544","3392","0"
"1","304","7","54","4861504","1256","24","1032","936","40","1168","0"
"1","305","7","48","64359376","1960","24","240","32","176","112","0"
"1","306","7","48","65245200","1960","24","240","32","176","112","0"
"1","307","7","48","64359376","1960","24","240","32","208","112","0"
"1","308","7","48","65245200","1960","24","240","32","208","112","0"
"1","309","7","48","64359376","1960","24","240","32","320","112","0"
"1","310","7","48","65245200","1960","24","240","32","320","112","0"
"1","311","7","48","64359376","1960","24","240","32","352","112","0"
"1","312","7","48","65245200","1960","24","240","32","352","112","0"
"1","313","7","54","4861504","3880","152","384","3056","680","48","0"
"1","314","7","54","4861504","3880","152","384","3056","1064","416","0"
"1","315","7","48","65243952","392","224","120","16","32","112","0"
"1","316","7","48","65243952","392","224","120","16","64","112","0"
"1","317","7","48","65243952","392","224","120","16","176","112","0"
"1","318","7","48","65243952","392","224","120","16","208","112","0"
"1","319","7","48","65243952","392","224","120","16","320","112","0"
"1","320","7","48","65243952","392","224","120","16","352","112","0"
"1","321","7","54","4864592","392","224","888","872","72","48","0"
"1","322","7","54","4864688","392","224","888","872","72","48","0"
"1","323","7","54","4864784","392","224","888","872","72","48","0"
"1","324","7","54","4864880","392","224","888","872","72","48","0"
"1","325","7","54","4864592","392","224","888","872","456","416","0"
"1","326","7","54","4864688","392","224","888","872","456","416","0"
"1","327","7","54","4864784","392","224","888","872","456","416","0"
"1","328","7","54","4864880","392","224","888","872","456","416","0"
"1","329","7","54","4865752","680","152","1232","208","224","912","0"
"1","330","7","54","4865752","872","24","1272","208","224","912","0"
"1","331","7","54","4865752","840","24","1264","208","224","912","0"
"1","332","7","54","4861456","1096","24","2248","1096","184","304","0"
"1","333","7","48","65245152","584","24","1224","352","2184","128","0"
"1","334","7","48","65243848","584","152","56","352","216","240","0"
"1","335","7","54","4861504","1800","24","104","288","152","288","0"
"1","336","7","54","4861504","1800","24","104","288","280","288","0"
"1","337","7","48","64359376","1992","24","248","32","176","112","0"
"1","338","7","48","65245200","1992","24","248","32","176","112","0"
"1","339","7","48","64359376","1992","24","248","32","208","112","0"
"1","340","7","48","65245200","1992","24","248","32","208","112","0"
"1","341","7","48","64359376","1992","24","248","32","320","112","0"
"1","342","7","48","65245200","1992","24","248","32","320","112","0"
"1","343","7","48","64359376","1992","24","248","32","352","112","0"
"1","344","7","48","65245200","1992","24","248","32","352","112","0"
"1","345","7","54","4861456","1640","24","1096","344","1192","296","0"
"1","346","7","54","4861504","2120","152","712","624","72","848","0"
"1","347","7","54","4861504","2120","152","712","624","456","1216","0"
"1","348","7","54","4861456","2120","152","712","344","1192","296","0"
"1","349","7","54","4861456","2120","152","712","384","312","296","0"
"1","350","7","54","4865752","2856","24","312","32","680","928","0"
"1","351","7","54","4861504","3528","24","704","296","1464","392","0"
"1","352","7","54","4861504","3944","24","392","3056","680","48","0"
"1","353","7","54","4861504","3944","24","392","3056","1064","416","0"
"1","354","7","54","4861504","3944","152","320","296","1464","392","0"
"1","355","7","48","65243848","456","152","344","32","216","128","8"
"1","356","7","54","4861360","392","208","136","1176","272","656","8"
"1","357","7","54","4861360","392","208","136","1176","192","472","8"
"1","358","7","54","4861360","2344","152","1472","888","680","424","8"
"1","359","7","54","4861360","3944","24","392","368","1256","360","8"
"1","360","7","54","4861360","488","24","320","368","1048","424","8"
"1","361","7","54","4861360","488","24","1472","368","680","424","8"
"1","362","7","54","4861360","488","152","328","368","1048","424","8"
"1","363","7","54","4864016","1256","24","1032","64","760","48","8"
"1","364","7","54","4861840","1640","152","120","64","1656","376","8"
"1","365","7","54","4861840","1640","152","120","64","1656","824","8"
"1","366","7","54","4861840","1640","152","120","64","1656","1272","8"
"1","367","7","54","4861840","1640","152","120","176","1656","376","8"
"1","368","7","54","4861840","1640","152","120","176","1656","824","8"
"1","369","7","54","4861840","1640","152","120","176","1656","1272","8"
"1","370","7","54","4861840","1640","152","120","208","1656","376","8"
"1","371","7","54","4861840","1640","152","120","208","1656","824","8"
"1","372","7","54","4861840","1640","152","120","208","1656","1272","8"
"1","373","6","54","4861360","3560","24","712","296","392","8","null"
"1","374","7","54","4861360","3560","24","712","248","72","48","8"
"1","375","7","54","4861360","3560","24","712","248","456","416","8"
"1","376","7","54","4861360","3560","24","1096","624","72","848","8"
"1","377","7","54","4861360","3560","24","1096","624","456","1216","8"
"1","378","7","54","4861360","3976","24","704","624","72","848","8"
"1","379","7","54","4861360","3976","24","704","624","456","1216","8"
"1","380","7","54","4861360","3976","88","144","328","296","392","8"
"1","381","7","54","4861360","3944","152","1088","320","680","424","8"
"1","382","6","54","4861360","1000","24","2816","208","1024","8","null"
"1","383","7","54","4861360","1000","88","16","2816","208","1024","8"
"1","384","7","54","4861360","1000","88","144","2824","208","1024","8"
"1","385","7","54","4861360","3528","24","704","248","72","48","8"
"1","386","7","54","4861360","3528","24","704","248","456","416","8"
"1","387","7","54","4861360","3976","152","328","248","72","48","8"
"1","388","7","54","4861360","3976","152","328","248","456","416","8"
"1","389","7","54","4861360","3944","152","320","248","72","48","8"
"1","390","7","54","4861360","3944","152","320","248","456","416","8"
"1","391","7","54","4861360","3944","152","704","1456","680","424","8"
"1","392","7","54","4864016","1256","152","944","360","392","48","8"
"1","393","7","54","4864016","1256","152","944","64","760","48","8"
"1","394","7","54","4861360","2408","24","1480","392","112","2072","8"
"1","395","7","54","4861360","2408","24","1480","392","312","2080","8"
"1","396","7","54","4861360","2376","152","1480","1208","384","1992","8"
"1","397","7","54","4861360","3912","152","392","368","1256","360","8"
"1","398","7","54","4861360","584","24","328","808","72","848","8"
"1","399","7","54","4861360","584","24","328","808","456","1216","8"
"1","400","7","54","4864016","584","24","776","328","352","48","8"
"1","401","7","54","4861360","392","176","136","1176","272","656","8"
"1","402","7","54","4861360","392","176","136","1176","192","472","8"
"1","403","7","54","4861360","3464","136","32","312","64","1264","8"
"1","404","7","54","4861360","3880","24","376","368","1256","360","8"
"1","405","6","100","1091352","392","88","184","176","48","8","null"
"1","406","7","54","4890456","392","88","184","176","88","3896","8"
"1","407","7","54","4890464","392","88","184","464","3240","40","8"
"1","408","6","54","4861360","1032","24","2824","208","1024","8","null"
"1","409","7","54","4861360","1032","88","16","2824","208","1024","8"
"1","410","7","54","4861360","392","352","136","1176","272","656","8"
"1","411","7","54","4861360","392","352","136","1176","192","472","8"
"1","412","7","54","4861360","1608","152","712","304","680","424","8"
"1","413","7","54","4861360","392","32","136","1176","272","656","8"
"1","414","7","54","4861360","392","32","136","1176","192","472","8"
"1","415","6","54","4861360","3784","24","2376","208","1024","8","null"
"1","416","7","54","4861360","2376","152","1480","696","1200","392","8"
"1","417","7","54","4861360","2376","152","1480","1080","624","392","8"
"1","418","7","54","4864016","392","40","16","184","0","48","8"
"1","419","7","48","65243848","456","152","344","64","216","128","8"
"1","420","7","54","4861360","2280","24","200","168","344","1168","8"
"1","421","7","54","4861360","3528","152","712","248","72","48","8"
"1","422","7","54","4861360","3528","152","712","248","456","416","8"
"1","423","7","54","4861360","3528","24","1088","1456","680","424","8"
"1","424","7","54","4861360","4008","24","712","624","72","848","8"
"1","425","7","54","4861360","4008","24","712","624","456","1216","8"
"1","426","7","54","4861360","552","24","320","808","72","848","8"
"1","427","7","54","4861360","552","24","320","808","456","1216","8"
"1","428","7","54","4864016","552","24","768","328","352","48","8"
"1","429","7","48","65243848","584","152","200","64","216","128","8"
"1","430","7","54","4861360","392","320","136","1176","272","656","8"
"1","431","7","54","4861360","392","320","136","1176","192","472","8"
"1","432","7","54","4861360","2376","24","1472","1080","496","1160","8"
"1","433","6","54","4861360","3752","24","2368","208","1024","8","null"
"1","434","7","54","4861360","3752","88","16","2368","208","1024","8"
"1","435","7","54","4861360","3752","88","144","2376","208","1024","8"
"1","436","7","54","4861360","3560","24","1096","1456","680","424","8"
"1","437","7","54","4861360","3528","24","1088","624","72","848","8"
"1","438","7","54","4861360","3528","24","1088","624","456","1216","8"
"1","439","7","54","4861360","2376","152","1480","888","680","424","8"
"1","440","7","54","4861360","1512","24","320","320","1048","1224","8"
"1","441","7","54","4861360","1512","24","1088","304","680","424","8"
"1","442","7","54","4861360","2120","24","320","304","680","424","8"
"1","443","6","54","4861360","4008","24","328","296","392","8","null"
"1","444","7","54","4861360","4008","24","328","248","72","48","8"
"1","445","7","54","4861360","4008","24","328","248","456","416","8"
"1","446","7","54","4861360","4008","24","712","1456","680","424","8"
"1","447","7","54","4861360","4008","24","1096","320","680","424","8"
"1","448","7","54","4861360","3976","152","1096","320","680","424","8"
"1","449","7","100","1091352","392","48","72","184","176","48","8"
"1","450","7","54","4864016","1224","152","1032","360","392","48","8"
"1","451","7","54","4864016","1224","152","1032","64","760","48","8"
"1","452","7","54","4861840","1640","152","120","32","1656","376","8"
"1","453","7","54","4861840","1640","152","120","32","1656","824","8"
"1","454","7","54","4861840","1640","152","120","32","1656","1272","8"
"1","455","6","54","4861360","3528","152","712","296","392","8","null"
"1","456","7","54","4861360","3528","152","1096","624","72","848","8"
"1","457","7","54","4861360","3528","152","1096","624","456","1216","8"
"1","458","7","54","4861360","2376","152","1480","1080","496","1160","8"
"1","459","7","54","4861360","1544","24","328","320","1048","1224","8"
"1","460","7","54","4861360","1544","24","712","304","1048","424","8"
"1","461","7","54","4861360","1544","24","1096","304","680","424","8"
"1","462","7","54","4861360","2344","152","1472","1208","384","1992","8"
"1","463","7","54","4861360","2344","152","1472","696","1200","392","8"
"1","464","7","54","4861360","2344","152","1472","1080","624","392","8"
"1","465","7","54","4861360","2344","152","1472","1080","496","1160","8"
"1","466","7","54","4861360","2344","152","1472","392","112","2072","8"
"1","467","7","54","4861360","2344","152","1472","392","312","2080","8"
"1","468","7","54","4861360","3528","152","1096","1456","680","424","8"
"1","469","7","54","4861360","3976","24","1088","320","680","424","8"
"1","470","6","100","1091352","392","8","184","176","48","8","null"
"1","471","7","54","4890456","392","8","184","176","88","3896","8"
